title;price;discount;developer;publisher;tags;release_date;valoration;reviews;stock;descarga;f2p
Samurai Warriors 5;32.99€;-53%;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;['Un solo jugador', 'Acción'];27 julio 2021;10;1;Fuera de stock;;False
The Cursed Crusade - Europe;12.48€;-17%;;;['Un solo jugador', 'Acción', 'Aventura'];14 octubre 2011;9;2;En stock;Descarga digital;False
Starmancer;;;Ominux Games;Chucklefish;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia', 'Early Access', '\nGeForce Now\n'];5 agosto 2021;;0;Fuera de stock;;False
The Immortal Mayor;;;Star Chess Studio;Yooreka Studio;['Un solo jugador', 'Simulación', 'Estrategia', 'Early Access', '\nGeForce Now\n'];31 julio 2021;;0;Fuera de stock;;False
Dream Engines: Nomad Cities;;;Suncrash;Gamera Games;['Un solo jugador', 'Indies', 'RPG', 'Simulación', 'Estrategia', 'Early Access'];14 julio 2021;;0;Fuera de stock;;False
Unbound: Worlds Apart;10.99€;-45%;Alien Pixel Studios;Alien Pixel Studios;['Un solo jugador', 'Aventura', 'Indies'];28 julio 2021;;0;Fuera de stock;;False
Ampersat;6.52€;-20%;Gaterooze, Ink;Gaterooze, Ink;['Un solo jugador', 'Acción', 'Aventura', 'RPG'];6 mayo 2022;;0;En stock;Descarga digital;False
Call of Duty: Black Ops - Rezurrection Content Pack - Europe;5.11€;-63%;Treyarch;Activision;['Un solo jugador', 'Acción', '\nDLC\n'];22 septiembre 2011;;0;Fuera de stock;;False
Borderlands The PreSequel Lady Hammerlock the Baroness - Europe;3.14€;-69%;2K Australia;Aspyr (Linux);['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];27 enero 2015;;0;En stock;Descarga digital;False
Blackhole;1.56€;-83%;FiolaSoft Studio;Fulqrum Publishing;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];28 febrero 2015;;0;En stock;Descarga digital;False
Super Magbot;5.93€;-41%;Astral Pixel;Team17;['Un solo jugador', 'Acción', 'Aventura', 'Indies', '\nGeForce Now\n'];22 junio 2021;;0;En stock;Descarga digital;False
Out of Line;4.99€;-36%;Nerd Monkeys;Hatinh Interactive;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];23 junio 2021;;0;En stock;Descarga digital;False
Civilization V - Cradle of Civilization Map Pack: Mesopotamia;1.00€;-67%;Aspyr (Linux);Aspyr (Linux);['Un solo jugador', 'Estrategia', '\nDLC\n'];1 diciembre 2010;;0;Fuera de stock;;False
Borderlands: The Pre-Sequel Handsome Jack Doppelganger - Europe;4.46€;-55%;2K Australia;Aspyr (Linux);['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];11 noviembre 2014;;0;En stock;Descarga digital;False
Civilization V - Cradle of Civilization Map Pack: Mediterranean;1.00€;-67%;Aspyr (Linux);Aspyr (Linux);['Un solo jugador', 'Estrategia', '\nDLC\n'];1 diciembre 2010;;0;Fuera de stock;;False
Civilization V - Cradle of Civilization Map Pack: Asia;1.00€;-67%;Aspyr (Linux);Aspyr (Linux);['Un solo jugador', 'Estrategia', '\nDLC\n'];1 diciembre 2010;;0;Fuera de stock;;False
Coral Island;;;Stairway Games;Humble Games;['Un solo jugador', 'Aventura', 'Indies', 'RPG', 'Simulación', 'Estrategia', 'Early Access'];11 octubre 2022;;0;Fuera de stock;;False
The Incredible Adventures of Van Helsing Complete Pack;4.46€;-78%;NeocoreGames;NeocoreGames;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];22 mayo 2013;9;8;Fuera de stock;;False
Civilization IV: Warlords;2.00€;-60%;Firaxis Games;2K;['Un solo jugador', 'Estrategia'];24 julio 2006;;0;En stock;Descarga digital;False
Rage;3.15€;-68%;id Software;Bethesda Softworks;['Un solo jugador', 'Acción'];4 octubre 2011;9;41;En stock;Descarga digital;False
Borderlands The Pre-Sequel : Claptastic Voyage and Ultimate Vault Hunter Upgrade Pack 2 - Europe;8.34€;-17%;2K Australia;Aspyr (Linux);['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];24 marzo 2015;;0;En stock;Descarga digital;False
Lifeslide;2.35€;-71%;Dreamteck;Untold Tales;['Un solo jugador', 'Aventura', 'Indies'];6 agosto 2021;7;1;Fuera de stock;;False
Civilization IV: Beyond the Sword;2.93€;-71%;Firaxis Games;2K;['Un solo jugador', 'Estrategia'];24 julio 2007;;0;En stock;Descarga digital;False
Death Trash;;;Crafting Legends;Crafting Legends;['Un solo jugador', 'Acción', 'Indies', 'RPG', 'Early Access'];5 agosto 2021;;0;Fuera de stock;;False
Akatori;;;HypeTrain Digital;HypeTrain Digital;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];2023;;;;;False
Warhammer 40.000: Regicide;3.13€;-62%;Hammerfall Publishing;Hammerfall Publishing;['Un solo jugador', 'Acción', 'Indies', 'Estrategia'];8 septiembre 2015;;0;Fuera de stock;;False
Wizard with a Gun;;;Galvanic Games;Devolver Digital;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];2023;;;;;False
Trek to Yomi;10.82€;-45%;Leonard Menchiari;Devolver Digital;['Un solo jugador', 'Acción', 'Aventura', '\nGeForce Now\n'];5 mayo 2022;10;1;Fuera de stock;;False
The Anacrusis;;;Stray Bombay;Stray Bombay;['Un solo jugador', 'Acción', 'Indies', 'Early Access', '\nGeForce Now\n'];13 enero 2022;;0;Fuera de stock;;False
Interstellar Space: Genesis - Natural Law;8.12€;-19%;Praxis Games;Praxis Games;['Un solo jugador', 'Indies', 'Estrategia', '\nDLC\n'];18 noviembre 2020;;0;En stock;Descarga digital;False
Sid Meier's Civilization IV;3.93€;-80%;Firaxis Games;2K;['Un solo jugador', 'Estrategia'];25 octubre 2005;9;10;Fuera de stock;;False
Warhammer 40,000: Sanctus Reach - Sons of Cadia;5.99€;-60%;Straylight Entertainment;Slitherine Ltd.;['Un solo jugador', 'Estrategia', '\nDLC\n'];9 noviembre 2017;;0;En stock;Descarga digital;False
Borderlands 2 - Psycho Pack;1.00€;-90%;Aspyr (Linux);Aspyr (Linux);['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];14 mayo 2013;;0;Fuera de stock;;False
Sam & Max: This Time It's Virtual!;17.16€;-31%;HappyGiant;Big Sugar;['Un solo jugador', 'Aventura', 'Indies'];10 septiembre 2021;;0;En stock;Descarga digital;False
Borderlands 2: Captain Scarlett and her Pirate's Booty;4.65€;-53%;Aspyr (Linux);Aspyr (Linux);['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];16 octubre 2012;;0;En stock;Descarga digital;False
Monster Sanctuary - Monster Journal;3.85€;-23%;Moi Rai Games;Moi Rai Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Estrategia', '\nDLC\n'];8 diciembre 2020;;0;En stock;Descarga digital;False
Rawmen: Food Fighter Arena;;;ANIMAL;tinyBuild;['PvP online', 'Acción', 'Indies'];2023;;;;;False
Project Warlock II;9.99€;-38%;Buckshot Software;Retrovibe;['Un solo jugador', 'Acción', 'Indies', 'Early Access'];10 junio 2022;;0;Fuera de stock;;False
Neko Ghost, Jump!;9.99€;;Burgos Games;Burgos Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Early Access'];11 enero 2022;;0;Fuera de stock;;False
Interstellar Space: Genesis;10.41€;-63%;Praxis Games;Praxis Games;['Un solo jugador', 'Indies', 'Estrategia'];25 julio 2019;;0;En stock;Descarga digital;False
Ynglet;2.78€;-58%;Nifflas;Triple Topping;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];5 junio 2021;;0;En stock;Descarga digital;False
Use Your Words;8.92€;-31%;Smiling Buddha Games, LLC;Screenwave Media;['Indies'];4 abril 2017;;0;Fuera de stock;;False
SGS Halls of Montezuma;18.73€;-11%;The Strategy Game Studio;Avalon Digital;['Un solo jugador', 'Simulación', 'Estrategia'];20 mayo 2021;;0;En stock;Descarga digital;False
SkyDrift;1.00€;-90%;Digital Reality;HandyGames;['Un solo jugador', 'Indies', 'Carreras'];21 noviembre 2011;;0;Fuera de stock;;False
Metal Slug Tactics;;;Leikir Studio;Dotemu;['Un solo jugador', 'Acción', 'Indies', 'RPG', 'Estrategia'];2023;;;;;False
Semblance;3.33€;-67%;Nyamakop;Good Shepherd Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];24 julio 2018;;0;En stock;Descarga digital;False
Haunted Space;;;Italian Games Factory;Italian Games Factory;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Simulación'];2023;;;;;False
Incredible Dracula: Legacy of the Valkyries;4.40€;-23%;Game Mixer;Alawar Entertainment;['Un solo jugador', 'Aventura', 'Indies', 'Estrategia'];17 junio 2021;;0;En stock;Descarga digital;False
Terra Nil;19.19€;-23%;Free Lives;Devolver Digital;['Un solo jugador', 'Indies', 'Estrategia'];28 marzo 2023;;0;Fuera de stock;;False
Coffee Talk;7.89€;-27%;Toge Productions;Toge Productions;['Un solo jugador', 'Aventura', 'Indies'];29 enero 2020;9;2;Fuera de stock;;False
Ark: Survival Evolved;19.99€;;Efecto Studios;Studio Wildcard;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', '\nGeForce Now\n'];27 agosto 2017;9;435;Fuera de stock;;False
Red Solstice 2: Survivors;1.52€;-95%;Ironward;505 Games;['Un solo jugador', 'RPG', 'Estrategia'];17 junio 2021;10;1;Fuera de stock;;False
Doki Doki Literature Club Plus!;;;Team Salvato;Serenity Forge;['Un solo jugador', 'Indies'];30 junio 2021;;0;Fuera de stock;;False
Dodgeball Academia;11.90€;-52%;Pocket Trap;Humble Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Deporte'];5 agosto 2021;;0;En stock;Descarga digital;False
Replaced;;;Sad Cat Studios;Coatsink;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];2023;;;;;False
Final Fantasy Bundle;8.35€;-89%;;;['RPG', 'Un solo jugador'];28 julio 2021;3;10;Fuera de stock;;False
Shredders;;;FoamPunch;FoamPunch;['Un solo jugador', 'Acción', 'Simulación', 'Deporte'];17 marzo 2022;;0;;;False
Toukiden: Kiwami;12.99€;-78%;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;['Un solo jugador', 'Acción'];26 junio 2015;;0;Fuera de stock;;False
Somerville;20.99€;-14%;Jumpship;Jumpship;['Un solo jugador', 'Aventura'];15 noviembre 2022;;0;Fuera de stock;;False
King's Bounty II - Duke's Edition;34.46€;-31%;Fulqrum Games;方块游戏 (China);['Un solo jugador', 'Aventura', 'RPG', 'Estrategia'];24 agosto 2021;10;6;En stock;Descarga digital;False
Marvel's Guardians of the Galaxy;17.69€;-71%;Eidos Montreal;Square Enix;['Un solo jugador', 'Acción', 'Aventura', '\nGeForce Now\n'];26 octubre 2021;10;60;Fuera de stock;;False
Olympic Games Tokyo 2020 – The Official Video Game;10.75€;-73%;SEGA;SEGA;['Un solo jugador', 'Deporte'];21 junio 2021;8;1;Fuera de stock;;False
DreamWorks Spirit Lucky's Big Adventure;15.60€;-48%;AHEARTFULOFGAMES;Outright Games Ltd.;['Un solo jugador', 'Acción', 'Aventura'];1 junio 2021;;0;Fuera de stock;;False
Volume;2.65€;-85%;Bithell Games;Bithell Games;['Un solo jugador', 'Acción', 'Indies'];18 agosto 2015;8;1;Fuera de stock;;False
Open Country;6.09€;-59%;FUN Labs;505 Games;['Un solo jugador', 'Aventura', 'Simulación'];10 junio 2021;2;3;En stock;Descarga digital;False
Planet of Lana;;;Wishfully;Thunderful Publishing;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];2023;;;;;False
Rise Eterna;7.99€;-52%;Makee;Forever Entertainment S. A.;['Un solo jugador', 'Aventura', 'Indies', 'RPG', 'Estrategia'];9 junio 2021;2;1;En stock;Descarga digital;False
Vapormaze;6.87€;-45%;Felipe Rodrigues;Felipe Rodrigues;['Un solo jugador', 'Acción'];9 junio 2021;;0;En stock;Descarga digital;False
GRIP: Combat Racing - DeLorean 2650;1.00€;-37%;Caged Element Inc.;Wired Productions;['Un solo jugador', 'Acción', 'Indies', 'Carreras', '\nDLC\n'];17 octubre 2019;;0;Fuera de stock;;False
Sunblaze;11.58€;-23%;Games From Earth;Bonus Stage Publishing;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];3 junio 2021;;0;En stock;Descarga digital;False
Deus Ex: Mankind Divided - Digital Deluxe Edition;5.20€;-88%;;;['Acción', 'RPG', 'Un solo jugador'];23 agosto 2016;10;1;Fuera de stock;;False
Palworld;;;Pocketpair;Pocketpair;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];2023;;;;;False
Best Day Ever;10.43€;-16%;ReRolled Studio;ReRolled Studio;['Un solo jugador', 'Indies'];7 junio 2021;;0;En stock;Descarga digital;False
Mercenaries Blaze;;;RideonJapan;Flyhigh Works;['Un solo jugador', 'RPG', 'Estrategia'];10 junio 2021;;0;Fuera de stock;;False
No More Heroes 2: Desperate Struggle;;;GRASSHOPPER MANUFACTURE INC.;Marvelous;['Un solo jugador', 'Acción'];9 junio 2021;;0;Fuera de stock;;False
No More Heroes;;;GRASSHOPPER MANUFACTURE INC.;Marvelous;['Un solo jugador', 'Acción'];9 junio 2021;;0;Fuera de stock;;False
Insomnia: The Ark - Original Soundtrack;2.22€;-26%;Mono Studio;HeroCraft PC;['Acción', 'RPG', '\nDLC\n'];27 septiembre 2018;;0;En stock;Descarga digital;False
Insomnia: The Ark - Deluxe Set;6.33€;-37%;Mono Studio;HeroCraft PC;['Un solo jugador', 'Acción', 'RPG', '\nDLC\n'];15 octubre 2018;;0;En stock;Descarga digital;False
Starbase;;;Frozenbyte;Frozenbyte;['MMO', 'Acción', 'Simulación', 'Early Access', '\nGeForce Now\n'];29 julio 2021;9;1;Fuera de stock;;False
Star Vikings Forever;1.26€;-87%;Rogue Snail;Akupara Games;['Un solo jugador', 'Indies', 'RPG', 'Estrategia'];6 octubre 2016;;0;En stock;Descarga digital;False
The Metronomicon: Slay The Dance Floor - Deluxe Edition;5.75€;-84%;Puuba;Akupara Games;['Acción', 'Indies', 'RPG', 'Un solo jugador'];29 septiembre 2016;3;1;En stock;Descarga digital;False
螢幕判官 Behind the Screen;4.60€;-54%;12318;Cheese Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];4 abril 2018;;0;En stock;Descarga digital;False
Doctor Who: The Lonely Assassins;2.18€;-64%;Kaigan Games OÜ;Another Indie;['Un solo jugador', 'Aventura', 'Indies'];19 marzo 2021;;0;En stock;Descarga digital;False
Wasteland 2: Director's Cut - Digital Deluxe Edition;7.99€;-79%;inXile Entertainment;inXile Entertainment;['Un solo jugador', 'Aventura', 'Indies', 'RPG', 'Estrategia'];19 septiembre 2014;10;20;Fuera de stock;;False
Hearts of Iron III: Their Finest Hour;2.98€;-70%;Paradox Interactive;Paradox Interactive;['Un solo jugador', 'Estrategia', '\nDLC\n'];26 septiembre 2012;;0;En stock;Descarga digital;False
Dandy Ace;12.29€;-27%;Mad Mimic;NEOWIZ;['Un solo jugador', 'Acción', 'Indies'];25 marzo 2021;;0;En stock;Descarga digital;False
Cardpocalypse - Out Of Time;4.09€;-49%;Gambrinous;Versus Evil;['Un solo jugador', 'Indies', 'RPG', '\nDLC\n'];12 octubre 2020;;0;En stock;Descarga digital;False
Cardpocalypse;10.61€;-58%;Gambrinous;Versus Evil;['Un solo jugador', 'Indies', 'RPG'];12 octubre 2020;;0;En stock;Descarga digital;False
Creeper World 3: Arc Eternal;4.02€;-73%;Knuckle Cracker;Knuckle Cracker;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia'];27 marzo 2014;10;1;Fuera de stock;;False
Backbone;16.41€;-34%;EggNut;Raw Fury;['Un solo jugador', 'Aventura', 'Indies'];8 junio 2021;;0;En stock;Descarga digital;False
[NINJA GAIDEN: Master Collection] NINJA GAIDEN 3: Razor's Edge;;;KOEI TECMO GAMES CO., LTD.;KOEI TECMO GAMES CO., LTD.;['Un solo jugador', 'Acción', 'Aventura'];10 junio 2021;;0;Fuera de stock;;False
Farmer's Life;8.62€;-31%;FreeMind S.A.;FreeMind S.A.;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Simulación', 'Early Access'];5 agosto 2021;;0;Fuera de stock;;False
Mighty Goose;8.49€;-49%;MP2 Games;PLAYISM;['Un solo jugador', 'Acción', 'Indies'];5 junio 2021;;0;Fuera de stock;;False
Until We Die;13.89€;-1%;Pixeye Games;Pixeye Games;['Un solo jugador', 'Acción', 'Aventura', 'Simulación', 'Estrategia'];3 junio 2021;7;1;Fuera de stock;;False
Slipways;9.99€;-33%;Beetlewing;Beetlewing;['Un solo jugador', 'Estrategia'];3 junio 2021;;0;Fuera de stock;;False
RONIN: Two Souls;8.11€;-35%;M11 Studio;M11 Studio;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG'];18 febrero 2021;;0;En stock;Descarga digital;False
The Longest Road on Earth;9.36€;-6%;TLR Games;Raw Fury;['Un solo jugador', 'Aventura', 'Indies'];27 mayo 2021;;0;En stock;Descarga digital;False
Gal*Gun: Double Peace - 'Pheromone Z' Item;;;INTI CREATES CO., LTD.;PQube;['Un solo jugador', 'Acción', 'Aventura', '\nDLC\n'];20 octubre 2016;;0;Fuera de stock;;False
World of Aircraft: Glider Simulator;10.62€;-33%;World of Aircraft Team;Aerosoft GmbH;['Un solo jugador', 'Simulación'];26 mayo 2021;;0;En stock;Descarga digital;False
Hot Pot;1.00€;-93%;Cantarella Massimiliano;La Spina Francesco;['Un solo jugador', 'Indies', 'Simulación', 'Early Access'];1 junio 2021;;0;Fuera de stock;;False
Strategic Mind: Fight for Freedom;15.35€;-39%;Starni Games;Starni Games;['Un solo jugador', 'Simulación', 'Estrategia', '\nGeForce Now\n'];21 mayo 2021;;0;En stock;Descarga digital;False
The Escapists - Escape Team;1.00€;-75%;Mouldy Toof Studios;Team17 Digital Ltd;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'Simulación', 'Estrategia', '\nDLC\n'];30 junio 2015;;0;En stock;Descarga digital;False
Whiskey & Zombies: The Great Southern Zombie Escape;5.29€;-47%;Nuttery Entertainment;Nuttery Entertainment;['Un solo jugador', 'Acción', 'Indies', 'Estrategia'];25 noviembre 2020;;0;En stock;Descarga digital;False
Necromunda: Underhive Wars - Gold Edition;10.64€;-75%;;;['Acción', 'Estrategia', 'Un solo jugador'];7 septiembre 2020;3;1;Fuera de stock;;False
Marsupilami - Hoobadventure;25.55€;-15%;Ocellus Studio;Microids;['Un solo jugador', 'Acción', 'Aventura'];16 noviembre 2021;;0;En stock;Descarga digital;False
Observer: System Redux - Deluxe Edition;14.16€;-60%;Anshar Studios;Bloober Team SA;['Un solo jugador', 'Aventura', 'Indies'];10 noviembre 2020;10;1;Fuera de stock;;False
Rune Knights;7.99€;-36%;Superhero Games;Superhero Games;['Un solo jugador', 'Acción', 'Indies', 'RPG', 'Early Access'];1 junio 2021;;0;Fuera de stock;;False
Jaws Of Extinction;;;KYE Creations;Forthright Entertainment;['Un solo jugador', 'Acción', 'Aventura', 'Indies', 'RPG', 'Simulación', 'Estrategia', 'Early Access'];1 junio 2021;;0;Fuera de stock;;False
Shin Megami Tensei III Nocturne HD Remaster Digital Deluxe Edition;22.76€;-67%;ATLUS;SEGA;['Un solo jugador', 'RPG'];21 mayo 2021;9;1;Fuera de stock;;False
The Last Spell;;;Ishtar Games;Gamera Games;['Un solo jugador', 'Acción', 'Indies', 'RPG', 'Estrategia'];9 marzo 2023;;0;Fuera de stock;;False
Of Bird and Cage;12.37€;-1%;Capricia Productions;All in! Games;['Un solo jugador', 'Acción', 'Indies'];20 mayo 2021;;0;En stock;Descarga digital;False
Field of Glory II: Medieval - Reconquista;8.35€;-33%;Byzantine Games;Slitherine Ltd.;['Un solo jugador', 'Simulación', 'Estrategia', '\nDLC\n'];20 mayo 2021;;0;En stock;Descarga digital;False
Swords of Legends Online Deluxe Edition;;;;;['MMO', 'RPG'];9 julio 2021;;0;Fuera de stock;;False
Swords of Legends Online - Collector's Edition;;;;;['RPG', 'MMO'];9 julio 2021;;0;Fuera de stock;;False
Swords of Legends Online;;;上海烛龙信息科技有限公司;Gameforge 4D GmbH	;['MMO', 'RPG', '\nGeForce Now\n'];9 julio 2021;;0;;;True
Hearts of Iron III: Axis Minors Vehicle Pack;1.32€;-34%;Paradox Development Studio;Paradox Interactive;['Un solo jugador', 'Estrategia', '\nDLC\n'];30 julio 2013;;0;En stock;Descarga digital;False
Grand Ages: Rome;1.49€;-85%;Haemimont Games;Kalypso Media Digital;['Un solo jugador', 'Simulación', 'Estrategia'];6 marzo 2009;1;1;En stock;Descarga digital;False
Cities: Skylines II;;;Colossal Order Ltd.;Paradox Interactive;['Un solo jugador', 'Simulación'];2023;;;;;False
Grand Casino Tycoon;2.72€;-85%;stillalive studios;Aerosoft GmbH;['Un solo jugador', 'Indies', 'Simulación', 'Estrategia'];20 mayo 2021;;0;Fuera de stock;;False
Goetia;2.93€;-80%;Sushee;Forever Entertainment S. A.;['Un solo jugador', 'Aventura', 'Indies'];14 abril 2016;;0;En stock;Descarga digital;False
Dream Tale;1.00€;-80%;Green Lava Studios;Strategy First;['Un solo jugador', 'Indies'];16 diciembre 2014;;0;En stock;Descarga digital;False
La Familia Addams: Caos en la Mansión;16.81€;-58%;PHL Collective;Outright Games Ltd.;['Un solo jugador', 'Acción'];24 septiembre 2021;10;1;En stock;Descarga digital;False
Lies Of P;;;NEOWIZ;NEOWIZ;['Un solo jugador', 'Acción', 'RPG'];2023;;;;;False
Mayhem in Single Valley;1.57€;-89%;Fluxscopic Ltd.;tinyBuild;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];20 mayo 2021;;0;En stock;Descarga digital;False
Highrisers;1.00€;-93%;Solar Powered Games;Assemble Entertainment;['Un solo jugador', 'Aventura', 'Indies', 'RPG'];15 julio 2021;;0;En stock;Descarga digital;False
Fluffy Horde;1.00€;-83%;Turtle Juice;Turtle Juice;['Un solo jugador', 'Acción', 'Indies', 'Estrategia'];7 noviembre 2018;10;1;Fuera de stock;;False
Forgotton Anne;16.35€;-18%;ThroughLine Games;ThroughLine Games;['Un solo jugador', 'Acción', 'Aventura', 'Indies'];15 mayo 2018;10;1;En stock;Descarga digital;False
